OBJECTID,STATEFP,ELSDLEA,SCSDLEA,UNSDLEA,SDADMLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GEO_YEAR,SCHOOLYEAR,Shape__Area,Shape__Length
9805,29, , ,25450, ,2925450,Poplar Bluff R-I School District,00,PK,12,G5420, ,E,543873658,3582152,+36.7952299,-090.4465174,2022,2021-2022,0.0552751268062366,1.36442251982279
9806,29, , ,21960, ,2921960,New Haven School District,00,KG,12,G5420, ,E,49100528,2611877,+38.6255648,-091.2635493,2022,2021-2022,0.00534941472960782,0.350375469376513
9807,29, , ,05130, ,2905130,Bismarck R-V School District,00,KG,12,G5420, ,E,166811016,1822389,+37.7296970,-090.6021747,2022,2021-2022,0.0172336210998765,0.735862323091642
9808,29, , ,06480, ,2906480,Calhoun R-VIII School District,00,PK,12,G5420, ,E,158177554,3318841,+38.4396100,-093.6329942,2022,2021-2022,0.0166642135100119,0.773558728772208
9809,29, , ,11400, ,2911400,Elsberry R-II School District,00,KG,12,G5420, ,E,314326008,15606918,+39.1359411,-090.8167346,2022,2021-2022,0.0343768490167804,1.06140401074466
9810,29, , ,32190, ,2932190,Winfield R-IV School District,00,KG,12,G5420, ,E,223724834,10240673,+39.0005111,-090.7728452,2022,2021-2022,0.0243272597597297,1.2688746057679
9811,29, , ,30450, ,2930450,Troy R-III School District,00,KG,12,G5420, ,E,610114905,6471335,+38.9861456,-091.0161926,2022,2021-2022,0.0641031651387038,2.17168173721991
9812,29, , ,22890, ,2922890,Northwest R-I School District,00,PK,12,G5420, ,E,320374635,2005043,+38.3893570,-090.6176018,2022,2021-2022,0.0332439515293572,1.29575922498049
9813,29, , ,01000, ,2901000,Columbia 93 School District,00,PK,12,G5420, ,E,773248595,6562888,+38.9503806,-092.3430263,2022,2021-2022,0.0810327366036745,1.66169893763854
9814,29, , ,28560, ,2928560,Southern Boone County R-I School District,00,PK,12,G5420, ,E,317465099,5747008,+38.7504508,-092.2717081,2022,2021-2022,0.0334970135247659,1.01089085197755
9815,29, , ,10380, ,2910380,Crystal City 47 School District,00,KG,12,G5420, ,E,9772207,1356003,+38.2360394,-090.3805132,2022,2021-2022,0.00114502473752509,0.211958654269753
9816,29, , ,12300, ,2912300,Fox C-6 School District,00,PK,12,G5420, ,E,189839929,2244839,+38.4034731,-090.4400779,2022,2021-2022,0.0198104872151816,0.832540682939619
9817,29, , ,13170, ,2913170,Grandview R-II School District,00,KG,12,G5420, ,E,193635071,394151,+38.2303126,-090.7123947,2022,2021-2022,0.0199628408709032,0.730231803569002
9818,29, , ,14250, ,2914250,Dunklin R-V School District,00,PK,12,G5420, ,E,52308018,2595491,+38.2890627,-090.4107975,2022,2021-2022,0.005653595686681,0.412840259181818
9819,29, , ,12600, ,2912600,Gainesville R-V School District,00,PK,12,G5420, ,E,877063708,5664993,+36.6431227,-092.4267216,2022,2021-2022,0.0889438800102198,1.86826648534473
9820,29, , ,23460, ,2923460,Meramec Valley R-III School District,00,PK,12,G5420, ,E,290039684,3569657,+38.4364926,-090.7953565,2022,2021-2022,0.0302981147101491,1.06331576533386
9821,29, , ,29100, ,2929100,St. Clair R-XIII School District,00,PK,12,G5420, ,E,287595206,695748,+38.3165986,-090.9663767,2022,2021-2022,0.0296953167392076,1.08955047124007
9822,29, , ,29130, ,2929130,St. Elizabeth R-IV School District,00,PK,12,G5420, ,E,217279651,1676203,+38.2261130,-092.2858039,2022,2021-2022,0.0225307832101862,1.45649827475435
9823,29, , ,31830, ,2931830,Osage County R-III School District,00,PK,12,G5420, ,E,709183614,8843520,+38.4125871,-091.9980425,2022,2021-2022,0.074064923707283,2.04878476148093
9824,29, , ,11280, ,2911280,Knox County R-I School District,00,PK,12,G5420, ,E,1286028776,7263067,+40.1284564,-092.1560353,2022,2021-2022,0.136653375203196,1.78830689894813
9825,29, , ,18460, ,2918460,Lewis County C-1 School District,00,PK,12,G5420, ,E,1059646407,8755104,+40.0678744,-091.7538065,2022,2021-2022,0.112785152181914,2.24422088789789
9826,29, , ,15600, ,2915600,Jackson R-II School District,00,PK,12,G5420, ,E,728413048,4413906,+37.4201508,-089.6994232,2022,2021-2022,0.0745904850798524,2.05955134171002
9827,29, , ,07120, ,2907120,Cape Girardeau 63 School District,00,PK,12,G5420, ,E,134369104,6364896,+37.2873673,-089.5743343,2022,2021-2022,0.0143003321616106,0.671199309297615
9828,29, , ,23070, ,2923070,Oak Ridge R-VI School District,00,PK,12,G5420, ,E,223988699,220584,+37.5436013,-089.7633340,2022,2021-2022,0.0228583574044023,1.01429579230853
9829,29, , ,10620, ,2910620,Delta R-V School District,00,PK,12,G5420, ,E,273407185,1335986,+37.2266034,-089.7779494,2022,2021-2022,0.0278916867614498,1.14941016688196
9830,29, , ,05790, ,2905790,Adair County R-II School District,00,KG,12,G5420, ,E,344026331,60267,+40.1887706,-092.4023700,2022,2021-2022,0.0363878397779445,0.980568613802794
9831,29, , ,27630, ,2927630,School of The Osage School District,00,PK,12,G5420, ,E,350123366,33649857,+38.1689803,-092.5759506,2022,2021-2022,0.0394561676150715,1.55298382025572
9832,29, , ,25710, ,2925710,Ralls County R-II School District,00,KG,12,G5420, ,E,794103216,23929789,+39.4982148,-091.5337092,2022,2021-2022,0.0856604610082741,2.36924036791222
9833,29, , ,19840, ,2919840,Madison C-3 School District,00,KG,12,G5420, ,E,257944546,1006969,+39.4937020,-092.2264718,2022,2021-2022,0.0271108957972501,1.10672147519086
9834,29, , ,21210, ,2921210,Monroe City R-I School District,00,PK,12,G5420, ,E,749314629,36970683,+39.6337178,-091.7431540,2022,2021-2022,0.0824994359475113,1.69143462559752
9835,29, , ,28290, ,2928290,Silex R-I School District,00,KG,12,G5420, ,E,361066457,3110954,+39.1151349,-091.1236726,2022,2021-2022,0.0379327023506448,1.50906578557139
9836,29, , ,19260, ,2919260,Louisiana R-II School District,00,KG,12,G5420, ,E,210453265,12058724,+39.4751436,-091.1340263,2022,2021-2022,0.0232902655013731,0.852700030519605
9837,29, , ,05660, ,2905660,Bowling Green R-I School District,00,KG,12,G5420, ,E,965448939,5448477,+39.3362198,-091.2614803,2022,2021-2022,0.101440537356893,2.14233453343101
9838,29, , ,05850, ,2905850,Breckenridge R-I School District,00,PK,12,G5420, ,E,123801630,794884,+39.7951924,-093.8403701,2022,2021-2022,0.0130944203426679,0.909185918517432
9839,29, , ,30390, ,2930390,Tri-County R-VII School District,00,PK,12,G5420, ,E,239607289,1516903,+39.9698371,-093.7949415,2022,2021-2022,0.0254187616835679,1.08906712390419
9840,29, , ,10950, ,2910950,Dora R-III School District,00,PK,12,G5420, ,E,450742339,1971443,+36.7854583,-092.2452126,2022,2021-2022,0.0457003026617713,1.76132149840019
9841,29, , ,23400, ,2923400,Lutie R-VI School District,00,PK,12,G5420, ,E,208724747,16054167,+36.5574777,-092.6767927,2022,2021-2022,0.0226272194661306,0.814187003062688
9842,29, , ,30510, ,2930510,Miller County R-III School District,00,KG,12,G5420, ,E,195374550,2720776,+38.2309462,-092.4321095,2022,2021-2022,0.0203812736594955,1.09988939196059
9843,29, , ,15420, ,2915420,Iberia R-V School District,00,PK,12,G5420, ,E,374611819,77079,+38.0914045,-092.3217776,2022,2021-2022,0.0384794004123705,1.35895987056986
9844,29, , ,25500, ,2925500,Potosi R-III School District,00,PK,12,G5420, ,E,749120021,3143230,+37.9708845,-090.8803286,2022,2021-2022,0.0771316617206139,2.07895157054991
9845,29, , ,30720, ,2930720,Valley R-VI School District,00,KG,12,G5420, ,E,508071483,1702855,+37.7909922,-090.9074306,2022,2021-2022,0.0521456033632148,1.46796001704652
9846,29, , ,18240, ,2918240,West St. Francois County R-IV School District,00,PK,12,G5420, ,E,127372821,1176112,+37.8440333,-090.6525729,2022,2021-2022,0.0131583929407952,0.806482109614184
9847,29, , ,04530, ,2904530,Bell City R-II School District,00,KG,12,G5420, ,E,277876025,1324487,+37.0024700,-089.8179403,2022,2021-2022,0.0282635537250826,1.17094158829909
9848,29, , ,10770, ,2910770,Dexter R-XI School District,00,PK,12,G5420, ,E,324578973,2374203,+36.7859022,-090.0220249,2022,2021-2022,0.0330061459783337,1.04535049918299
9849,29, , ,32490, ,2932490,Zalma R-V School District,00,KG,12,G5420, ,E,322837258,5634376,+37.1317569,-090.0922581,2022,2021-2022,0.0333087993869867,1.00817740149162
9850,29, , ,25650, ,2925650,Puxico R-VIII School District,00,KG,12,G5420, ,E,385005335,6930400,+36.9314837,-090.1598557,2022,2021-2022,0.0396429183326745,1.58052932092132
9851,29, , ,26400, ,2926400,Richland R-I School District,00,KG,12,G5420, ,E,345990140,1395429,+36.7873397,-089.7942957,2022,2021-2022,0.0350770208101494,1.21831150646419
9852,29, , ,16950, ,2916950,La Plata R-II School District,00,PK,12,G5420, ,E,385687545,1229979,+40.0032342,-092.5016611,2022,2021-2022,0.0408095986924764,1.60325015223098
9853,29, , ,23160, ,2923160,Orchard Farm R-V School District,00,KG,12,G5420, ,E,314576628,47907066,+38.8844475,-090.3797328,2022,2021-2022,0.0376293596955293,1.30769152355569
9854,29, , ,31650, ,2931650,Wentzville R-IV School District,00,PK,12,G5420, ,E,229471862,2472787,+38.8000832,-090.8672815,2022,2021-2022,0.0240519799515369,0.918663154885793
9855,29, , ,08400, ,2908400,Centralia R-VI School District,00,PK,12,G5420, ,E,524131500,2059645,+39.2210675,-092.1002869,2022,2021-2022,0.0548866580747926,1.67298031793059
9856,29, , ,23530, ,2923530,Paris R-II School District,00,PK,12,G5420, ,E,687708508,27412481,+39.4501842,-091.9501688,2022,2021-2022,0.0748284738895109,1.72626487751693
9857,29, , ,05700, ,2905700,Bradleyville R-I School District,00,KG,12,G5420, ,E,364721970,18378,+36.7548134,-092.8773656,2022,2021-2022,0.0368035940859954,1.29545655576196
9858,29, , ,11910, ,2911910,Farmington R-VII School District,00,PK,12,G5420, ,E,823644792,2888081,+37.7382708,-090.3037944,2022,2021-2022,0.0844942333128529,1.58770872575596
9859,29, , ,29170, ,2929170,Central R-III School District,00,PK,12,G5420, ,E,129095555,312334,+37.8465133,-090.4846467,2022,2021-2022,0.013246038401121,0.815428049786086
9860,29, , ,05430, ,2905430,North St. Francis County R-I School District,00,PK,12,G5420, ,E,352597469,2422685,+37.9504091,-090.4798606,2022,2021-2022,0.0363925939984711,1.22620898061829
9861,29, , ,29370, ,2929370,Ste. Genevieve County R-II School District,00,PK,12,G5420, ,E,881996607,18313681,+37.9423568,-090.1875486,2022,2021-2022,0.0922706283390653,1.6924688109294
9862,29, , ,15660, ,2915660,Jamestown C-1 School District,00,KG,12,G5420, ,E,215265698,5893480,+38.7444486,-092.4482678,2022,2021-2022,0.0229193989055148,0.958755815532443
9863,29, , ,26970, ,2926970,Cole County R-I School District,00,KG,12,G5420, ,E,287323724,383249,+38.5015158,-092.4219222,2022,2021-2022,0.0297137380352979,1.15496158786904
9864,29, , ,11730, ,2911730,Fair Play R-II School District,00,KG,12,G5420, ,E,213975396,7532559,+37.6340466,-093.5531770,2022,2021-2022,0.0226095723178332,0.903707159744608
9865,29, , ,13530, ,2913530,Halfway R-III School District,00,KG,12,G5420, ,E,299082064,485779,+37.6301562,-093.2460090,2022,2021-2022,0.0305778427257337,0.915924308992464
9866,29, , ,19350, ,2919350,Woodland R-IV School District,00,KG,12,G5420, ,E,607611400,1309346,+37.2899110,-090.0293538,2022,2021-2022,0.0618854636459218,1.86107219738109
9867,29, , ,24530, ,2924530,Perry County 32 School District,00,PK,12,G5420, ,E,1055418606,15072418,+37.7199513,-089.8572938,2022,2021-2022,0.109394741428787,1.72243147306295
9868,29, , ,15510, ,2915510,Iron County C-4 School District,00,KG,12,G5420, ,E,753591355,1627990,+37.7292442,-091.1559563,2022,2021-2022,0.0771871810493394,1.77293079564455
9869,29, , ,12010, ,2912010,Ferguson-Florissant R-II School District,00,PK,12,G5420, ,E,65543120,58508,+38.7639614,-090.3191459,2022,2021-2022,0.00679921574533182,0.511618370217567
9870,29, , ,13830, ,2913830,Hazelwood School District,00,PK,12,G5420, ,E,201133473,15537764,+38.8287207,-090.2989704,2022,2021-2022,0.0224712086653653,1.07720908076933
9871,29, , ,18690, ,2918690,Lindbergh School District,00,KG,12,G5420, ,E,61901511,1203906,+38.5302010,-090.3959216,2022,2021-2022,0.00651955450189234,0.447555300640859
9872,29, , ,20670, ,2920670,Mehlville R-IX School District,00,PK,12,G5420, ,E,100993552,7394323,+38.4757734,-090.3385650,2022,2021-2022,0.0111894039350773,0.601690442788281
9873,29, , ,23580, ,2923580,Parkway C-2 School District,00,KG,12,G5420, ,E,177433284,4538741,+38.6450002,-090.4914016,2022,2021-2022,0.018829554534932,0.784745929051545
9874,29, , ,10080, ,2910080,Concordia R-II School District,00,PK,12,G5420, ,E,284207449,2811877,+38.9547396,-093.6072534,2022,2021-2022,0.0298276944583904,0.907289825233686
9875,29, , ,14400, ,2914400,Lafayette County C-1 School District,00,PK,12,G5420, ,E,312484269,2777389,+39.0742711,-093.7006486,2022,2021-2022,0.0328145940427476,1.10258990428317
9876,29, , ,12900, ,2912900,Glasgow School District,00,PK,12,G5420, ,E,374791984,13847973,+39.1954214,-092.8500813,2022,2021-2022,0.0405271555368927,1.46055180162221
9877,29, , ,15270, ,2915270,Pettis County R-V School District,00,KG,12,G5420, ,E,428503432,1856718,+38.8711745,-093.2288413,2022,2021-2022,0.0446706119648752,1.29165869729649
9878,29, , ,28360, ,2928360,Slater School District,00,KG,12,G5420, ,E,99401360,2316277,+39.2719249,-093.0613692,2022,2021-2022,0.0106161407725267,0.642152705407571
9879,29, , ,03150, ,2903150,Arcadia Valley R-II School District,00,PK,12,G5420, ,E,409802323,2012495,+37.5524447,-090.6214258,2022,2021-2022,0.0419921932361831,1.43078893939601
9880,29, , ,20370, ,2920370,Marquand-Zion R-VI School District,00,KG,12,G5420, ,E,364596705,915247,+37.3771263,-090.2561509,2022,2021-2022,0.0371870702438173,1.02608700821608
9881,29, , ,04140, ,2904140,Bakersfield R-IV School District,00,PK,12,G5420, ,E,261354000,1713104,+36.5876071,-092.1811295,2022,2021-2022,0.0264922207707059,0.993458957894644
9882,29, , ,30750, ,2930750,Van Buren R-I School District,00,PK,12,G5420, ,E,795353016,2427903,+36.9651644,-091.0394011,2022,2021-2022,0.0807231754065469,2.00856646930127
9883,29, , ,28920, ,2928920,St. Charles R-VI School District,00,KG,12,G5420, ,E,46865098,1321783,+38.7936210,-090.5247439,2022,2021-2022,0.00499640474413354,0.417429303029699
9884,29, , ,28950, ,2928950,Francis Howell R-III School District,00,PK,12,G5420, ,E,407022557,14842429,+38.7006126,-090.7518262,2022,2021-2022,0.0436865324693372,1.57069430888542
9885,29, , ,02910, ,2902910,Affton 101 School District,00,KG,12,G5420, ,E,15445951,0,+38.5617363,-090.3275373,2022,2021-2022,0.00159644998143449,0.228461310924254
9886,29, , ,04500, ,2904500,Bayless School District,00,KG,12,G5420, ,E,6880182,36490,+38.5500492,-090.3010404,2022,2021-2022,0.000714768764510154,0.146483945913668
9887,29, , ,15300, ,2915300,Humansville R-IV School District,00,PK,12,G5420, ,E,281665831,3021030,+37.7783929,-093.5480674,2022,2021-2022,0.0291141834577502,1.23253630108309
9888,29, , ,15450, ,2915450,Scott City R-I School District,00,PK,12,G5420, ,E,63840087,4042674,+37.2118784,-089.5059771,2022,2021-2022,0.00689084034092957,0.479951368597836
9889,29, , ,09720, ,2909720,Clayton School District,00,PK,12,G5420, ,E,8401961,0,+38.6427646,-090.3297379,2022,2021-2022,0.000869367447648983,0.176793274472871
9890,29, , ,13620, ,2913620,Hancock Place School District,00,PK,12,G5420, ,E,5200088,523851,+38.5323506,-090.2750587,2022,2021-2022,0.000591375473504741,0.126719718641788
9891,29, , ,16290, ,2916290,Jennings School District,00,PK,12,G5420, ,E,9387651,0,+38.7223936,-090.2632213,2022,2021-2022,0.000972423908706332,0.143104235151917
9892,29, , ,11580, ,2911580,Everton R-III School District,00,KG,12,G5420, ,E,150970621,738669,+37.3491992,-093.7163354,2022,2021-2022,0.0154284620346061,0.762041992901616
9893,29, , ,10500, ,2910500,De Soto 73 School District,00,PK,12,G5420, ,E,266418445,433235,+38.1037701,-090.5207924,2022,2021-2022,0.0274093900134176,1.62908888253673
9894,29, , ,12030, ,2912030,Festus R-VI School District,00,KG,12,G5420, ,E,78050889,71934,+38.2001999,-090.4593462,2022,2021-2022,0.00803564129478218,0.62283921671496
9895,29, , ,14430, ,2914430,Hillsboro R-III School District,00,PK,12,G5420, ,E,274616620,2401011,+38.2546203,-090.5556013,2022,2021-2022,0.0285126952951487,1.06805673473032
9896,29, , ,31140, ,2931140,Kingston K-14 School District,00,PK,12,G5420, ,E,227185674,1217351,+38.0279335,-090.7193507,2022,2021-2022,0.0234411249255118,0.818633924572201
9897,29, , ,28590, ,2928590,Southern Reynolds County R-II School District,00,PK,12,G5420, ,E,859753040,7970269,+37.2197588,-090.9931053,2022,2021-2022,0.0880965162032226,2.09754865294219
9898,29, , ,18450, ,2918450,Lesterville R-IV School District,00,PK,12,G5420, ,E,462605460,3977177,+37.5579219,-090.9034205,2022,2021-2022,0.0475574039005551,1.34946830660817
9899,29, , ,16770, ,2916770,Kirkwood R-VII School District,00,KG,12,G5420, ,E,39674043,75602,+38.5861781,-090.4265795,2022,2021-2022,0.0041098423062067,0.295372975161131
9900,29, , ,17820, ,2917820,Ladue School District,00,KG,12,G5420, ,E,47242515,18968,+38.6473595,-090.3876820,2022,2021-2022,0.00489053099158809,0.337602211767983
9901,29, , ,20010, ,2920010,Maplewood-Richmond Heights School District,00,PK,12,G5420, ,E,7135301,0,+38.6190614,-090.3236847,2022,2021-2022,0.000738064700499308,0.118654849176608
9902,29, , ,13560, ,2913560,Hallsville R-IV School District,00,PK,12,G5420, ,E,204867041,726717,+39.1024182,-092.2184153,2022,2021-2022,0.0214076207055314,0.846028937072178
9903,29, , ,06450, ,2906450,Cainsville R-I School District,00,PK,12,G5420, ,E,176141476,505448,+40.4607141,-093.8026607,2022,2021-2022,0.0187559064961533,0.811490907622375
9904,29, , ,08430, ,2908430,Chadwick R-I School District,00,KG,12,G5420, ,E,357778327,45987,+36.8779264,-093.0284094,2022,2021-2022,0.0361733828758588,1.00333606764683
9905,29, , ,12630, ,2912630,Galena R-II School District,00,PK,12,G5420, ,E,310551696,3318296,+36.8236664,-093.4757679,2022,2021-2022,0.0317000562349676,1.62662161732227
9906,29, , ,26160, ,2926160,Reeds Spring R-IV School District,00,PK,12,G5420, ,E,395052986,52917822,+36.6982450,-093.4340479,2022,2021-2022,0.045171784743161,1.7143242423749
9907,29, , ,30810, ,2930810,Verona R-VII School District,00,KG,12,G5420, ,E,149650747,259161,+36.9636450,-093.8130821,2022,2021-2022,0.0151682845441883,1.00940679158154
9908,29, , ,11450, ,2911450,Eminence R-I School District,00,PK,12,G5420, ,E,876709087,208117,+37.2251638,-091.3608236,2022,2021-2022,0.0890281891622635,2.17386186465389
9909,29, , ,31460, ,2931460,Weaubleau R-III School District,00,PK,12,G5420, ,E,493689938,3551154,+37.9083799,-093.5866988,2022,2021-2022,0.0509413037339073,1.63623303955485
9910,29, , ,32110, ,2932110,Henry County R-I School District,00,PK,12,G5420, ,E,404461842,4460198,+38.5362034,-093.5343975,2022,2021-2022,0.0422479165938512,1.64366762493376
9911,29, , ,09810, ,2909810,Climax Springs R-IV School District,00,PK,12,G5420, ,E,316404349,20141971,+38.1270149,-093.0297600,2022,2021-2022,0.03457991886944,1.38886931321029
9912,29, , ,09900, ,2909900,Cole Camp R-I School District,00,KG,12,G5420, ,E,638686186,8941259,+38.4395464,-093.1888003,2022,2021-2022,0.0668222367471571,1.60839584999272
9913,29, , ,18670, ,2918670,Lincoln R-II School District,00,KG,12,G5420, ,E,375066439,10260868,+38.3834148,-093.3838028,2022,2021-2022,0.0397336721412103,1.25734883941145
9914,29, , ,23270, ,2923270,Osceola School District,00,PK,12,G5420, ,E,404929350,20036191,+38.0452430,-093.6292585,2022,2021-2022,0.0436123683787173,1.36407367780514
9915,29, , ,29610, ,2929610,Morgan County R-I School District,00,PK,12,G5420, ,E,667299742,14636123,+38.3936672,-092.9808973,2022,2021-2022,0.0703190177800934,1.92174144043686
9916,29, , ,05760, ,2905760,Branson R-IV School District,00,PK,12,G5420, ,E,283461294,5812705,+36.7155412,-093.2250186,2022,2021-2022,0.0291759859405829,0.908288002075917
9917,29, , ,13290, ,2913290,Green Ridge R-VIII School District,00,KG,12,G5420, ,E,274799766,1245207,+38.6180846,-093.3836687,2022,2021-2022,0.0285557119823352,0.972557566968417
9918,29, , ,16830, ,2916830,Knob Noster R-VIII School District,00,PK,12,G5420, ,E,302176985,1451984,+38.7927078,-093.5753533,2022,2021-2022,0.0314780702774442,1.01233214236054
9919,29, , ,27830, ,2927830,Sedalia 200 School District,00,PK,12,G5420, ,E,218838766,2118924,+38.6868032,-093.2342602,2022,2021-2022,0.0228778901516762,1.03174830010354
9920,29, , ,21880, ,2921880,Macon County R-IV School District,00,KG,12,G5420, ,E,410263005,1788208,+39.8631793,-092.7703801,2022,2021-2022,0.0433720140806599,1.26994802425148
9921,29, , ,20810, ,2920810,Mexico 59 School District,00,PK,12,G5420, ,E,581599431,6104862,+39.2113329,-091.8772718,2022,2021-2022,0.0612910664312949,1.56322539733433
9922,29, , ,29700, ,2929700,Sturgeon R-V School District,00,KG,12,G5420, ,E,255111382,738467,+39.2487705,-092.3087097,2022,2021-2022,0.0266960425542493,0.898090583811589
9923,29, , ,29280, ,2929280,St. Louis City School District,00,PK,12,G5420, ,E,159853177,11534970,+38.6356988,-090.2445816,2022,2021-2022,0.0177321977303109,0.651767560377422
9924,29, , ,22920, ,2922920,Northwestern R-I School District,00,PK,12,G5420, ,E,497680710,18388539,+39.5894294,-093.1619480,2022,2021-2022,0.0541102107797542,1.72374188600655
9925,29, , ,06030, ,2906030,Brunswick R-II School District,00,PK,12,G5420, ,E,304091809,11658443,+39.4171277,-093.1075442,2022,2021-2022,0.033024353653218,1.44849703247144
9926,29, , ,16530, ,2916530,Keytesville R-III School District,00,PK,12,G5420, ,E,340547845,3825252,+39.4752111,-092.9334326,2022,2021-2022,0.0360466047975478,1.04478017452054
9927,29, , ,04980, ,2904980,Bevier C-4 School District,00,KG,12,G5420, ,E,148217562,3020897,+39.7523608,-092.5689102,2022,2021-2022,0.0158939260886655,0.80321857795867
9928,29, , ,06090, ,2906090,Bucklin R-II School District,00,KG,12,G5420, ,E,333264483,1577896,+39.8841197,-092.8887897,2022,2021-2022,0.0352530978641425,1.32926596560781
9929,29, , ,28110, ,2928110,Shelby County R-IV School District,00,PK,12,G5420, ,E,760837626,2502070,+39.6978712,-092.1055411,2022,2021-2022,0.0801643820495883,1.57186965292817
9930,29, , ,27930, ,2927930,Seymour R-II School District,00,PK,12,G5420, ,E,311192376,357105,+37.1582384,-092.7655113,2022,2021-2022,0.0316036701372013,1.01203046701568
9931,29, , ,13650, ,2913650,Hannibal 60 School District,00,PK,12,G5420, ,E,250436372,12539898,+39.6739729,-091.3652220,2022,2021-2022,0.0276084401921253,1.15081020703045
9932,29, , ,30870, ,2930870,Maries County R-I School District,00,KG,12,G5420, ,E,841286403,5627647,+38.1700124,-091.9852415,2022,2021-2022,0.0870688993563817,1.76702932033663
9933,29, , ,10350, ,2910350,Crocker R-II School District,00,PK,12,G5420, ,E,225397501,745448,+37.9576288,-092.2671211,2022,2021-2022,0.0231827551353945,0.86628557141469
9934,29, , ,17880, ,2917880,Laquey R-V School District,00,PK,12,G5420, ,E,224553669,1015756,+37.7557188,-092.3070446,2022,2021-2022,0.0230619232761455,1.03798407378488
9935,29, , ,07080, ,2907080,Canton R-V School District,00,PK,12,G5420, ,E,351958738,6790931,+40.1997283,-091.6520394,2022,2021-2022,0.037947056928715,1.7433130556026
9936,29, , ,06170, ,2906170,Bunker R-III School District,00,KG,12,G5420, ,E,770815555,1566051,+37.4346786,-091.2168978,2022,2021-2022,0.0786290971234394,1.9248783467188
9937,29, , ,27090, ,2927090,Salem R-80 School District,00,PK,12,G5420, ,E,275101355,604467,+37.6396289,-091.3742536,2022,2021-2022,0.0281446840212993,1.09257996152098
9938,29, , ,29810, ,2929810,Summersville R-II School District,00,PK,12,G5420, ,E,921801339,306244,+37.2133105,-091.6620205,2022,2021-2022,0.0936038258851113,1.9465512150536
9939,29, , ,16380, ,2916380,Clark County R-I School District,00,PK,12,G5420, ,E,1256276613,18567557,+40.4072747,-091.7294720,2022,2021-2022,0.135265755035107,2.08732925615692
9940,29, , ,23490, ,2923490,Palmyra R-I School District,00,PK,12,G5420, ,E,497089688,11187944,+39.8156305,-091.5403903,2022,2021-2022,0.0534670496333547,1.30318845418629
9941,29, , ,12690, ,2912690,Grundy County R-V School District,00,PK,12,G5420, ,E,376072418,2312301,+40.1412634,-093.3858432,2022,2021-2022,0.0399908455181048,1.33628380009622
9942,29, , ,25640, ,2925640,Putnam County R-I School District,00,PK,12,G5420, ,E,1308388387,5899273,+40.4813202,-093.0145633,2022,2021-2022,0.139585534954904,2.27784219258997
9943,29, , ,20940, ,2920940,Milan C-2 School District,00,PK,12,G5420, ,E,684139541,4555916,+40.2171194,-093.1437233,2022,2021-2022,0.0728671894451054,1.78551604100859
9944,29, , ,27870, ,2927870,Senath-Hornersville C-8 School District,00,PK,12,G5420, ,E,542471815,5907644,+36.1054164,-090.0977884,2022,2021-2022,0.054889831819537,1.33793363584211
9945,29, , ,28620, ,2928620,Southland C-9 School District,00,PK,12,G5420, ,E,144106405,1105732,+36.0372917,-090.2750649,2022,2021-2022,0.0145225382484568,0.669946263933856
9946,29, , ,12240, ,2912240,Forsyth R-III School District,00,PK,12,G5420, ,E,338749570,20334800,+36.6217480,-093.0552706,2022,2021-2022,0.0361790870690584,1.62533966842205
9947,29, , ,31680, ,2931680,West Plains R-VII School District,00,PK,12,G5420, ,E,336512691,321061,+36.6074093,-091.9944366,2022,2021-2022,0.0339276388656344,1.71879224313867
9948,29, , ,10520, ,2910520,Lakeland R-III School District,00,PK,12,G5420, ,E,445484788,46129667,+38.1777354,-093.7100905,2022,2021-2022,0.0505515681707038,1.38208808926892
9949,29, , ,31070, ,2931070,Warsaw R-IX School District,00,PK,12,G5420, ,E,826534065,111787403,+38.1945677,-093.3212983,2022,2021-2022,0.096492393518929,1.78730317813144
9950,29, , ,09930, ,2909930,Blair Oaks R-II School District,00,KG,12,G5420, ,E,181982856,5337193,+38.3794864,-092.1940557,2022,2021-2022,0.0193302229556593,1.50712651048997
9951,29, , ,11550, ,2911550,Cole County R-V School District,00,KG,12,G5420, ,E,368295288,3182437,+38.3810875,-092.3316569,2022,2021-2022,0.0382991879364454,1.79455233826464
9952,29, , ,16190, ,2916190,Jefferson City Public Schools,00,PK,12,G5420, ,E,557471611,18417038,+38.5943603,-092.1802016,2022,2021-2022,0.0595493631215049,2.2465119527388
9953,29, , ,28430, ,2928430,South Callaway County R-II School District,00,PK,12,G5420, ,E,498476028,9615152,+38.7552188,-091.8221010,2022,2021-2022,0.0526487461811485,1.53064662675254
9954,29, , ,21330, ,2921330,Montgomery County R-II School District,00,PK,12,G5420, ,E,822038617,6093277,+38.9442685,-091.4524860,2022,2021-2022,0.0860466845169867,1.83375423000327
9955,29, , ,12550, ,2912550,Fulton 58 School District,00,PK,12,G5420, ,E,306883089,4543000,+38.8601538,-092.0067023,2022,2021-2022,0.0323208762138165,1.92127777799976
9956,29, , ,19170, ,2919170,Logan-Rogersville R-VIII School District,00,PK,12,G5420, ,E,317673585,716739,+37.1292648,-093.0789321,2022,2021-2022,0.032284832944697,1.12258245564845
